customer_text,draft_reply,method,top_similarity,judge_faithfulness,judge_relevance,judge_tone,judge_overall,judge_rationale,judge_judge
"Thanks, I think part of the problem might be iOS. Could have sworn I updated my phone last night but I may require another. Spotify is version 8.4.27",Thanks for the details! Let's try reinstalling the app with these steps: Keep us posted on how it goes /KT,offline_extractive_top1,0.22944171591731893,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.11, next_step=True",heuristic
I have an Apple Watch. we all love you. We rely on your app for workouts and our daily lives. Where’s the damn Spotify Watch app???,2: to let our devs know it's something you'd like to see: . Let us know if you have any other questions /LM,offline_extractive_top1,0.45212257814323986,5,4,5,5,"heuristic: faith_overlap=1.00, rel_overlap=0.17, next_step=True",heuristic
I've just sent a reply if you could check thanks,"Hey there! We just sent you a reply to your DM, we'll continue assisting you there /TF",offline_extractive_top1,0.29891632455931044,5,5,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.33, next_step=False",heuristic
"Well, thanks. Guess that's the best I can expect. Have a good day!","Hey Lisa! Could you DM us with your account's email address and username, with screenshots of the errors? We'll take a look backstage /TB",offline_extractive_top1,0.3952996303885151,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.09, next_step=True",heuristic
"Hello, Is there any estimate of when the iOS app will be updated for the iPhone X screen? Thanks in advance!","Hey, we’re working on it as we speak. Stay tuned! /AR",offline_extractive_top1,0.38521847960864203,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
Just had a really great customer experience with the service in Germany. These guys are fast! Thanks,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.18980348766541544,5,3,5,4,"heuristic: faith_overlap=0.38, rel_overlap=0.10, next_step=True",heuristic
I just did that and restarted my phone and it started working! Thank you :),Glad to hear it's working! Just give us a shout if you ever need us again. We're here for you /SU,offline_extractive_top1,0.29380745555036514,5,4,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.16, next_step=False",heuristic
Thank you for the info!,"Sure thing! For anything else, we're just a tweet away. 🙂 /JE",offline_extractive_top1,0.6679759822536921,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.09, next_step=False",heuristic
Appreciate it.,You're welcome! Stay awesome /KL,offline_extractive_top1,1.0,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
I find discriminatory that only college students have a 50% discount. Could it not be extended to high school students as well? Thank you!,"Hey, thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /RB",offline_extractive_top1,0.29588783076235725,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.06, next_step=False",heuristic
Oh okay thank you☺️,No worries! Just let us know if you need anything else. We're here for you /SU,offline_extractive_top1,0.8825636309208682,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.07, next_step=True",heuristic
Thanks LO sorry if I sounded rude I didn’t mean it,"Don't sweat it! If you need more help, you know where to find us. 🙂 /NY",offline_extractive_top1,0.3113730146562743,5,4,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.14, next_step=False",heuristic
"dear spotify, bagaimana ya caranya menampilkan lyric di spotify android? Thanks","Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.20117957160437105,4,3,5,4,"heuristic: faith_overlap=0.24, rel_overlap=0.03, next_step=True",heuristic
Thank you for the clarification. 😁,Anytime! We hope you have a... /JX,offline_extractive_top1,0.5091789999778741,5,4,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.14, next_step=False",heuristic
Oh yes! Thank you!,You're welcome! Let us know if you ever need us again. We'd be... 🙂 /RE,offline_extractive_top1,0.6159733433302711,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.08, next_step=True",heuristic
Thank you! I'll definitely check the voting thing out. I really appreciate the response to my nitpicky critiques.,"Awesome, that's what we like to hear! If you need us again, just... /JQ",offline_extractive_top1,0.28458989760072445,5,4,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.14, next_step=False",heuristic
I think this fixed it? Thanks KB,Awesome! Let us know if you ever need us again. We'd be... /RB,offline_extractive_top1,0.5341578959541013,5,2,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=True",heuristic
I’ll be waiting till next Friday hoping for some ear porn. Thanks for chatting,No worries! We'll be here if there's anything else that you need. Just give us a shout 😉 /CH,offline_extractive_top1,0.3824117499718919,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.06, next_step=True",heuristic
